label,question,answer
1,O carley float afundou a costa de qual país em 1943,Brasil
0,Onde o joelho branco Tarantula vive no mundo?,Bacia amazônica do norte do Brasil
1,em que cidade brasileira é a praia de Ponta Negra,Natal
1,que país sul-americano enviou forças navais e aéreas para combater os submarinos alemães,Brasil
0,Quantos gêneros de pássaros estão no Brasil,139
0,onde a Amazon foi em 9 a 5,a selva brasileira
1,Papai Noel Catarina Palace é sobre qual ilha portuguesa,Terceira.
0,Quando o Peru ganhou o controle da bacia amazônica?,1
0,onde está a floresta de mangue da Bahia localizada em um mapa,Nordeste do Brasil.
0,Quando foi a vida selvagem de Camarões estabelecido no Brasil,1992
1,Quando foi criado o Ministério do Meio Ambiente no Brasil,1985
0,As montanhas de Tepuis estão na fronteira entre Guiana e que outro país,Brasil
0,Quem introduziu o fireeye branco para o Brasil,Jean Cabanis.
0,Quando foi visto o pássaro da amazonista pela primeira vez,1858
0,Quem criou o solo das montanhas amazônicas,Comunidades agrícolas
0,Quantos lugares a equipe da OLYMPIC RUGBY 7S do Brasil terá,15.000.
0,Onde estão os peixes Teleocichla encontrados na Bacia do Rio Amazonas,Tocantins.
0,que país latino-americano veio sob escrutínio em 1992 por suas políticas ambientais,Brasil
0,Quando não foi Pais Das Amazonas filmado,1922
0,Lobatus Goliath é um gastropod molusco marinho nativo a qual país,Brasil
0,O que é uma grande ameaça para os pássaros da Merganser brasileira,siltimento de rios
0,Onde é encontrada a preguiça de manada no Brasil?,Floresta tropical litoral atlântica.
0,onde é encontrado o leão tamarin encontrado no Brasil,Florestas costeiras.
0,Quais são as três formações rochosas nas montanhas de Mantiqueira,Baughro.
0,Onde está o futebol de praia jogado no Brasil,Rio de Janeiro
0,Que tipo de molho é usado na comida amazônica,molho de tomate
0,onde está o centro de treinamento de confederação de futebol brasileiro localizado,Teresópolis.
0,Qual rio atravessa a parte sul do Brasil,Rio Grande do Sul
1,Qual é o nome do corpo marinho brasileiro,Corpo marinho brasileiro
0,Qual é o nome das pastagens do savana no Brasil.,Cerrado
0,O que a Constituição Brasileira protege os animais de,crueldade
0,O que a coruja pigmeu brasileira leste come,pequenos insetos
0,Quantos brasileiros ucranianos vivem em 1994,400.000.
0,O Parque Estadual de Matupiri protege uma área rica do que,floresta amazônica
0,A floresta amazônica é encontrada em qual país,Brasil
0,A doença de Chagas é responsável pela porcentagem de mortes natimortos no Brasil,13%
0,Qual é a capital do Brasil na margem do rio Acre,Rio Branco
0,que país sul-americano tem o maior número de espécies fúngicas do mundo,Brasil
0,onde está localizado o rio Rio do Peixe,Sudeste do Brasil
0,onde vive o kamayurá,Bacia Amazônica do Brasil
0,Qual é o nome da pluma que forma a maior parte do recife da Amazon?,Pluma Amazônica
0,O rio Guaíba é uma extensão da qual lagoa no Brasil,Lagoa dos patos.
0,Qual é o termo para a floresta amazônica inundada,Várzea.
0,Qual é o nome do aqüífero na bacia do La Plata?,Aquífero guarani.
0,Quantos assentos de classe empresarial a Força Aérea Brasileira tem,20
0,A reserva biológica de Morro dos Seis Lagos foi criada por,Decreto do Estado da Amazonas 12.836
0,Saltibum é a primeira temporada de qual competição de realidade brasileira,Splash de celebridade!
0,O Brasil é o maior exportador do mundo de que animal,carne
0,Quem dirigiu a série de TV Pantanal,Jayme Monjardim.
0,Quem costumava usar as cordas da cerâmica amazônica,mulheres
1,Quantas ilhas estão em Fernando de Noronha,21
0,Onde os brasileiros italianos vivem no norte,Área da floresta amazônica
0,onde foi o romance horror victorianorum set,a selva amazônica
0,quem foi o presidente do Brasil quando a barragem de Belo Monte foi concedida ambiental,Luiz Inacio Lula da Silva
0,Qual foi o propósito de Choquequirao na selva da Amazônia?,Fortaleza da fronteira
0,Qual é o nome das pastagens do savana no Brasil?,Cerrado
0,Quem corre o parque nacional de Brasília,Chico Mendes Institute for Biodiversity Conservation
0,Que tipo de clima é escassa no Brasil,chuva
0,Qual é o nome do aqüífero na floresta amazônica,o rio Hamza
0,Qual é o título da Opera de Nova York de Daniel Catan,Florencia en el amazonas
0,Quantos quartos o brasileiro cantou na 1ª temporada?,três
0,Que tipo de pássaro visita flores de Caryocar Brasiliense,Hummingbirds.
0,Que porcentagem de madeira amazônica peruana é colhida ilegalmente,80%
0,onde começa o rio Cotingo e fim,Monte Roraima.
0,O rio Carioca é um rio em que cidade,Rio de Janeiro
0,qual empresa fez bonecos de brite do arco-íris no Brasil,Estrella.
0,Quantos subtipos climáticos importantes o Brasil,seis
0,quanta terra na floresta amazônica tinha sido desmatada em 1970,20%
0,O que Ibogaine trata no Amazônia?,vício opiável
0,"Tarapoto, México, é um destino turístico popular em que a floresta tropical",Floresta amazônica
0,Onde a maioria das espécies de persea vive na América do Sul,Brasil
0,Qual é o nome do prato amazônico servido em molho de tomate,Escabeche
0,onde começa o rio Juruena e termina,Mato Grosso.
0,Qual organização afirma que o Brasil tem uma interseção de muitas culturas,Instituto de Harvard de pesquisa econômica
0,que cor é o rabo de um gato pantanal,Preto
0,"que tipo de animal é associado com a Argentina, Brasil e Uruguai",gaucho
0,Qual é o nome do pássaro na bacia amazônica?,O Amazônia Antshrike.
0,Matthew Fontaine Maury queria que o Brasil abrisse a navegação em que rio,o rio Amazonas
0,Qual país tem a maior biodiversidade do mundo,Brasil
0,Qual é a precipitação média em Roraima,60 mm.
0,Onde o médico entra no olho da floresta?,Brasil
0,Que tipo de vegetação é no parque estadual de Pedra Branca,Mata Atlântica
0,Qual é a linguagem nacional da Amazonas?,Nheengatu
0,Em que país sul-americano é o rio são Francisco,Brasil
0,Onde a maioria dos povos indígenas brasileiros veio de,português
0,é a deficiência de deficiência de dados do Bat Amazonian Sac-fluted ou deficientes,Dados deficientes
0,Que tipo de carro mark webber drive no Grande Prêmio Brasileiro de 2003,Jaguar
0,Quanto é a faixa superior verde da bandeira do Amazonas?,90 cm
0,quem é dono da bacia amazônica entre o Peru e o Equador,Brasil
0,Que tipo de mockingbird está no Brasil,Mockingbird tropical
0,Quantos dias de chuva a floresta amazônica recebe,240
1,A ilha de Marajó é em que país,Brasil
0,O que é um exemplo de um vasto deserto,a floresta amazônica
1,Qual oceano está ligado ao Oceano Goiás no Brasil,Oceano Pharusiano
0,A rodovia BR-319 passa pela qual a floresta tropical,floresta amazônica
0,Quando Chris New Play Ricardo na Amazônia?,dezembro de 2008.
0,Qual é o nome da tribo amazônica que usa uma série de violência escalada,Yanomami.
0,Quanto da floresta nacional de Roraima é indígena,5%
0,Tiarajudens eccentricus é uma espécie de anomodont de que,Brasil
0,O que destrói o habitat da Bacia Amazônica no Brasil,Desmatamento
1,Qual é o nome da corrente que flui ao longo da costa brasileira,O Brasil atual
0,Onde Tora San Dream da Primavera acontece,"Shibamata, Tóquio"
0,De onde vem a planta que a planta arundinacea veio de,floresta amazônica
0,Pyrophorus nyctophanus é um inseto nativo a qual país,Brasil
0,o que aconteceu com a floresta amazônica após a colonização,despovoada
0,De onde vêm as bagas de sambazon,floresta amazônica
0,que erva invasiva é encontrada em Chesapeake Bay,Waterweed brasileiro
0,Qual é o nome do grande aqüífero na floresta amazônica,Rio Hamza
0,onde a população ucraniana no Brasil classifica,terceiro maior
0,onde vive o mapinari no folclore sul-americano,Florestas tropicais da Amazônia do Brasil e da Bolívia
0,Onde está o Ovalifolium do Zanthoxylum da árvore encontrado na América do Sul,Cerrado
1,Qual é o nome da ilha na Bahia,Itaparica.
0,Quantos jogadores de tênis de praia estão no Brasil,Mais de 50.000.
0,As florestas Atlânticas do Alto Parana cobrem uma área de elevação mais alta do planalto,Florestas úmidas de araucária
0,O que o Brasil quer proteger suas florestas de,desmatamento
0,O sistema parlamentar brasileiro foi um companheiro para o qual,Leão britânico
0,Quais estatutos o Banco Brasileiro de Desenvolvimento usa,princípios éticos e ambientais
1,Quem é dono do campo de óleo de Roncador da costa do Brasil,Petrobras
0,Que tipo de árvores crescem em Ormond pelo mar,Árvores brasileiras de pimenta.
0,Qual rio faz parte do limite entre o Brasil e o Uruguai,Rio Uruguai
0,Que tipo de animais migram para a floresta amazônica,aves
0,Qual lei proibiu a exportação da arara do Spix,Lei de Proteção de Vida Selvagem do Brasil
1,O campo de óleo de Roncador está fora da costa de qual cidade,Rio de Janeiro
0,O que BBC Show afirmou que a floresta amazônica foi moldada pelo homem para,Histórias antinaturais
0,O que é estritamente proibido no parque da Guiana Amazônia,mineração de ouro
0,que salvou Lois Lane dos Amazonas,Penny Black.
0,Barra Grande Hidrelétrica está localizada em que país,Brasil
0,Por que o gato de Pantanal está em perigo,Conversão e Destruição do Habitat
0,Qual é o nome não oficial dado à guarda da Amazônia?,As freiras revolucionárias
0,O que aconteceu durante o PaleoGene e Mioceno no Brasil,Os níveis do mar caíram
0,em que país sul-americano você encontraria as praias de Balneario Camboriu?,Brasil
0,Quantas fases da reserva da Mata Atlântica estão lá,Seis
0,O Waura é um povo indígena dos quais nação sul-americana,Brasil
0,Qual a porcentagem da energia do Brasil é gerada pela biomassa,27%
0,Quais pessoas indígenas no Brasil usam o Parque Estadual de Matupiri por sua pesca,Mura.
0,Que tipo de clima é em Roraima,tropical
0,Salminus Brasiliensis é uma espécie de qual pássaro,Dorado Dourado
1,em qual ilha no Brasil o egungun cull vive,Itaparica.
0,Que tipo de registro afeta o ciclo de carbono da floresta amazônica,Log seletivo
1,Qual é o maior golfinho encontrado no Brasil?,Dolphin do rio Amazon
0,Quantos grupos de pesquisa existem na Universidade Federal da Amazonas,645
0,onde a Microsoft descobriu uma extensão do navegador para o Chrome e o Firefox que estava tentando,Brasil
0,"Que guerra foi lutada no rio Paraná, entre o Brasil e o Paraguai",A guerra do paraguai
0,Qual cidade no Brasil é conhecida por sua grande produção de grãos,Cristalina
0,Qual é o uso de Tamandua na Amazônia?,Controle biológico de pragas
0,Qual é o nome da floresta tropical na floresta amazônica,floresta amazônica
0,Onde moram a cambeba no Brasil?,Bacia do Amazonas
0,Qual é o nome do núcleo geológico da América do Sul,Craton amazônio.
0,onde é o rio Canaticú localizado no mundo,Brasil
1,O Rio de Janeiro está localizado em que Bay,Baía de Guanabara
0,que controlava o Rio Paraná na América do Sul,Argentino
0,Bahia Jiquilisco Bay em Nicarágua é famosa por aninhar o que,hawksbills.
0,Qual organização certifica a qualidade dos produtos alimentícios brasileiros,O Conselho Florestal da Administração
0,Que tipo de vegetação pertence a Caatinga?,Vegetação do deserto
0,Qual é o apelido da guarda-costas feminina na Líbia,Guarda Amazônica
0,Quando o número de espécies ameaçadas aumentou no Brasil,2009
0,Quantas espécies de morcegos existem em Mato Grosso?,52
0,Quando Las Amazonas primeiro ar na Venezuela,1985
0,Quanto da floresta nacional de Roraima era de propriedade do Yanom,5%
0,Qual é a principal causa de mudanças na paisagem da Mata Atlântica?,Fragmentação habitat.
0,Onde está Montta Makaya Roller Coaster,"Rio de Janeiro, Brasil"
0,Onde é o Alto Observatório da Torre no Brasil,floresta amazônica
0,onde o ornitologista brasileiro Emilie Snetlage viveu,a Amazônia
0,Qual foi o nó na maravilha mulher trindade,um nó de freio amazônico
0,onde estavam os antigos guerreiros amazônicos enterrados,Steppes Eurasianos.
0,Amazon Valley Academy está localizada em que país,Brasil
0,Onde Jennifer Maia treina no Brasil?,Chute Boxe Academy.
0,O que é doença preta do pulmão no Brasil,Pneumoconiose.
0,Quantas estações de Chiquititas Brasil estavam lá,cinco
1,Quantas espécies de corais existem na Bahia,17
0,O que seria necessário se o desmatamento no Brasil é para ser parado,uma reforma do sistema mundial de mercado
1,Quem está projetando os novos submarinos para a Marinha Brasileira,Lockheed Martin.
0,Os manguezais da Bahia fazem parte do qual bioma,Bioma das florestas do mangue
0,onde foi a primeira temporada de nenhum limite filmado,"Ceará, Brasil."
0,Quanto da floresta nacional de Roraima está no Rio de Jul,5%
0,Quantos estratos de vegetação existem em enclaves de florestas de cautagem,Quatro.
0,Quando a Amazon Valley Academy começou no Brasil?,1958
0,Qual é a capital da floresta amazônica,Manaus.
0,Quando foi o primeiro zoológico aberto no Rio de Janeiro,1870
0,Paru de Oeste é um rio em que país,Brasil
0,Quem foi o presidente do Brasil na época do Beijo Nightclub Fire,Dilma Rousseff.
0,qual clube fez chelsea sinal brasileiro cheio de Dani Alves de,Sevilha
0,Quando foi lançado o primeiro Satellite da Amazonas?,2004
0,Qual país tem o maior número de insetos no mundo,Brasil
0,Qual é a população do estado do Amazonas em 2007,142.200.
0,qual cordilheira se formou quando o Craton do Rio de La Plata colidiu com o,Montanhas de Mantiqueira
0,Qual é o parente mais próximo da montanha Tapir,a tapir brasileira
0,Onde a Kinglet Calyptura mora na América do Sul?,Mata Atlântica
0,Quem escreveu uma nova Amazônia uma antecipação do futuro,Elizabeth Burgoyne Corbett.
0,De onde veio o rato noronhomys vespuccii?,Fernando de Noronha
0,Onde é o Monkey Howler Handler vermelho encontrado,Brasil
0,Quando o Brasil propôs um projeto de financiamento direto para lidar com as emissões reduzidas do desmatamento e,2006
0,Qual porcentagem da floresta amazônica é usada para pastagem,91%
0,O rio Javari forma a fronteira entre o Brasil e que outro país,Peru
0,as florestas úmidas de xingu-tocantins-araguaia são parte,Bioma amazônico
0,Qual é a principal causa de desertificação no Brasil,desmatamento
0,qual futebolista brasileiro é conhecido por seu chute de arco-íris,Neymar.
0,onde foi o.32 rimfire longo feito,Brasil
0,onde estavam a maioria dos brasileiros indígenas nascidos,Portugal
0,Onde o Pantanal Cat vive na América do Sul,América Central do Sul
0,Quem gerencia o Parque Nacional de Anavilhanas no Brasil,Chico Mendes Institute for Biodiversity Conservation
0,onde está o tapírus kabomani encontrado,floresta amazônica
0,O rio Caijari é em que estado do Brasil,Pára
0,onde foi a conferência das Nações Unidas sobre o meio ambiente e desenvolvimento,Rio de Janeiro
0,Quantos povos não contados vivem no Amazonas,16
0,Quem fez a primeira mountain bike no Brasil,Caloi.
0,Qual é a principal atividade humana no Delta do Paraná?,Exploração da floresta de salgueiro
0,Quem colhido brazilwood no século XVI,Pessoas indígenas
0,quanto tempo o manatee amazônico vive,cerca de 30 anos
